time_step,total_seconds,hours,minutes,seconds,rpm,band,caution_seconds,redline_seconds
66480,63300,17,35,0,8441,Cruise,7380,4860
66540,63360,17,36,0,8897,Cruise,7380,4860
66600,63420,17,37,0,5505,Climb,7380,4860
66660,63480,17,38,0,7295,Cruise,7380,4860
66720,63540,17,39,0,8968,Cruise,7380,4860
66780,63600,17,40,0,1897,Idle,7380,4860
66840,63660,17,41,0,7601,Cruise,7380,4860
66900,63720,17,42,0,8492,Cruise,7380,4860
66960,63780,17,43,0,2888,Idle,7380,4860
67020,63840,17,44,0,8657,Cruise,7380,4860
67080,63900,17,45,0,8683,Cruise,7380,4860
67140,63960,17,46,0,5722,Climb,7380,4860
67200,64020,17,47,0,8321,Cruise,7380,4860
67260,64080,17,48,0,1696,Idle,7380,4860
67320,64140,17,49,0,10907,OverLimit,7380,4920
67380,64200,17,50,0,6628,Cruise,7380,4920
67440,64260,17,51,0,3837,Climb,7380,4920
67500,64320,17,52,0,5940,Climb,7380,4920
67560,64380,17,53,0,8403,Cruise,7380,4920
67620,64380,17,53,0,163,PowerOff,7380,4920
67680,64440,17,54,0,2008,Idle,7380,4920
67740,64500,17,55,0,8451,Cruise,7380,4920
67800,64560,17,56,0,5157,Climb,7380,4920
67860,64620,17,57,0,1085,Idle,7380,4920
67920,64680,17,58,0,1078,Idle,7380,4920
67980,64740,17,59,0,7383,Cruise,7380,4920
68040,64800,18,0,0,5831,Climb,7380,4920
68100,64860,18,1,0,5135,Climb,7380,4920
68160,64920,18,2,0,9492,Caution,7440,4920
68220,64980,18,3,0,9723,Caution,7500,4920
68280,65040,18,4,0,10104,RedLine,7500,4980
68340,65100,18,5,0,2642,Idle,7500,4980
68400,65160,18,6,0,7049,Cruise,7500,4980
68460,65220,18,7,0,7314,Cruise,7500,4980
68520,65280,18,8,0,4678,Climb,7500,4980
68580,65340,18,9,0,2903,Idle,7500,4980
68640,65340,18,9,0,115,PowerOff,7500,4980
68700,65400,18,10,0,10043,RedLine,7500,5040
68760,65460,18,11,0,6015,Cruise,7500,5040
68820,65520,18,12,0,4216,Climb,7500,5040
68880,65580,18,13,0,5758,Climb,7500,5040
68940,65640,18,14,0,8603,Cruise,7500,5040
69000,65700,18,15,0,2831,Idle,7500,5040
69060,65760,18,16,0,8790,Cruise,7500,5040
69120,65820,18,17,0,3091,Idle,7500,5040
69180,65820,18,17,0,862,PowerOff,7500,5040
69240,65880,18,18,0,8911,Cruise,7500,5040
69300,65940,18,19,0,5180,Climb,7500,5040
69360,66000,18,20,0,1034,Idle,7500,5040
69420,66060,18,21,0,7820,Cruise,7500,5040
69480,66120,18,22,0,9849,RedLine,7500,5100
69540,66180,18,23,0,6334,Cruise,7500,5100
69600,66240,18,24,0,4932,Climb,7500,5100
69660,66300,18,25,0,5330,Climb,7500,5100
69720,66360,18,26,0,7902,Cruise,7500,5100
69780,66420,18,27,0,6639,Cruise,7500,5100
69840,66420,18,27,0,456,PowerOff,7500,5100
69900,66480,18,28,0,7841,Cruise,7500,5100
69960,66540,18,29,0,8464,Cruise,7500,5100
70020,66600,18,30,0,9687,Caution,7560,5100
70080,66660,18,31,0,6783,Cruise,7560,5100
70140,66720,18,32,0,9533,Caution,7620,5100
70200,66780,18,33,0,9567,Caution,7680,5100
70260,66840,18,34,0,9858,RedLine,7680,5160
70320,66900,18,35,0,9903,RedLine,7680,5220
70380,66960,18,36,0,2638,Idle,7680,5220
70440,67020,18,37,0,5701,Climb,7680,5220
70500,67080,18,38,0,3916,Climb,7680,5220
70560,67140,18,39,0,5921,Climb,7680,5220
70620,67200,18,40,0,6046,Cruise,7680,5220
70680,67260,18,41,0,1888,Idle,7680,5220
70740,67320,18,42,0,5374,Climb,7680,5220
70800,67380,18,43,0,7038,Cruise,7680,5220
70860,67440,18,44,0,10801,OverLimit,7680,5280
70920,67500,18,45,0,4210,Climb,7680,5280
70980,67560,18,46,0,8258,Cruise,7680,5280
71040,67620,18,47,0,5326,Climb,7680,5280
71100,67680,18,48,0,8768,Cruise,7680,5280
71160,67740,18,49,0,8338,Cruise,7680,5280
71220,67800,18,50,0,6609,Cruise,7680,5280
71280,67860,18,51,0,4496,Climb,7680,5280
71340,67920,18,52,0,8853,Cruise,7680,5280
71400,67920,18,52,0,236,PowerOff,7680,5280
71460,67980,18,53,0,7137,Cruise,7680,5280
71520,68040,18,54,0,10950,OverLimit,7680,5340
71580,68100,18,55,0,1019,Idle,7680,5340
71640,68160,18,56,0,3793,Climb,7680,5340
71700,68220,18,57,0,8155,Cruise,7680,5340
71760,68280,18,58,0,9924,RedLine,7680,5400
71820,68340,18,59,0,6023,Cruise,7680,5400
71880,68400,19,0,0,8670,Cruise,7680,5400
71940,68460,19,1,0,8035,Cruise,7680,5400
72000,68520,19,2,0,9308,Caution,7740,5400
72060,68580,19,3,0,7224,Cruise,7740,5400
72120,68640,19,4,0,5639,Climb,7740,5400
72180,68700,19,5,0,9214,Caution,7800,5400
72240,68760,19,6,0,5714,Climb,7800,5400
72300,68820,19,7,0,8294,Cruise,7800,5400
72360,68880,19,8,0,9030,Caution,7860,5400
72420,68940,19,9,0,6445,Cruise,7860,5400
72480,69000,19,10,0,4340,Climb,7860,5400
72540,69060,19,11,0,9901,RedLine,7860,5460
72600,69120,19,12,0,3802,Climb,7860,5460
72660,69120,19,12,0,642,PowerOff,7860,5460
72720,69180,19,13,0,7537,Cruise,7860,5460
72780,69240,19,14,0,2670,Idle,7860,5460
72840,69300,19,15,0,1301,Idle,7860,5460
72900,69360,19,16,0,8118,Cruise,7860,5460
72960,69420,19,17,0,6795,Cruise,7860,5460
73020,69480,19,18,0,4746,Climb,7860,5460
73080,69540,19,19,0,8455,Cruise,7860,5460
73140,69600,19,20,0,7845,Cruise,7860,5460
73200,69660,19,21,0,7782,Cruise,7860,5460
73260,69720,19,22,0,5513,Climb,7860,5460
73320,69780,19,23,0,4055,Climb,7860,5460
73380,69840,19,24,0,5704,Climb,7860,5460
73440,69900,19,25,0,8854,Cruise,7860,5460
73500,69960,19,26,0,5418,Climb,7860,5460
73560,70020,19,27,0,3760,Climb,7860,5460
73620,70080,19,28,0,1617,Idle,7860,5460
73680,70140,19,29,0,9063,Caution,7920,5460
73740,70200,19,30,0,5847,Climb,7920,5460
73800,70260,19,31,0,2842,Idle,7920,5460
73860,70320,19,32,0,4129,Climb,7920,5460
73920,70380,19,33,0,7200,Cruise,7920,5460
73980,70440,19,34,0,6561,Cruise,7920,5460
74040,70500,19,35,0,1028,Idle,7920,5460
74100,70560,19,36,0,8819,Cruise,7920,5460
74160,70620,19,37,0,7610,Cruise,7920,5460
74220,70680,19,38,0,8605,Cruise,7920,5460
74280,70740,19,39,0,4924,Climb,7920,5460
74340,70800,19,40,0,6205,Cruise,7920,5460
74400,70860,19,41,0,2833,Idle,7920,5460
74460,70920,19,42,0,10996,OverLimit,7920,5520
74520,70980,19,43,0,8468,Cruise,7920,5520
74580,71040,19,44,0,7372,Cruise,7920,5520
74640,71100,19,45,0,6260,Cruise,7920,5520
74700,71160,19,46,0,2726,Idle,7920,5520
74760,71220,19,47,0,7039,Cruise,7920,5520
74820,71280,19,48,0,3689,Climb,7920,5520
74880,71340,19,49,0,4258,Climb,7920,5520
74940,71400,19,50,0,10011,RedLine,7920,5580
75000,71460,19,51,0,6196,Cruise,7920,5580
75060,71520,19,52,0,9772,Caution,7980,5580
75120,71580,19,53,0,7555,Cruise,7980,5580
75180,71640,19,54,0,6139,Cruise,7980,5580
75240,71700,19,55,0,7194,Cruise,7980,5580
75300,71760,19,56,0,6074,Cruise,7980,5580
75360,71760,19,56,0,89,PowerOff,7980,5580
75420,71820,19,57,0,10094,RedLine,7980,5640
75480,71880,19,58,0,8459,Cruise,7980,5640
75540,71940,19,59,0,6255,Cruise,7980,5640
75600,72000,20,0,0,7434,Cruise,7980,5640
75660,72000,20,0,0,58,PowerOff,7980,5640
75720,72000,20,0,0,514,PowerOff,7980,5640
75780,72060,20,1,0,8984,Cruise,7980,5640
75840,72120,20,2,0,2195,Idle,7980,5640
75900,72180,20,3,0,3750,Climb,7980,5640
75960,72240,20,4,0,6755,Cruise,7980,5640
76020,72300,20,5,0,10117,RedLine,7980,5700
76080,72360,20,6,0,4000,Climb,7980,5700
76140,72420,20,7,0,8597,Cruise,7980,5700
76200,72480,20,8,0,10801,OverLimit,7980,5760
76260,72540,20,9,0,8489,Cruise,7980,5760
76320,72600,20,10,0,4341,Climb,7980,5760
76380,72660,20,11,0,4397,Climb,7980,5760
76440,72720,20,12,0,7075,Cruise,7980,5760
76500,72780,20,13,0,9991,RedLine,7980,5820
76560,72840,20,14,0,10016,RedLine,7980,5880
76620,72900,20,15,0,5462,Climb,7980,5880
76680,72960,20,16,0,5887,Climb,7980,5880
76740,73020,20,17,0,8676,Cruise,7980,5880
76800,73080,20,18,0,2836,Idle,7980,5880
76860,73140,20,19,0,3725,Climb,7980,5880
76920,73200,20,20,0,7480,Cruise,7980,5880
76980,73260,20,21,0,4056,Climb,7980,5880
77040,73320,20,22,0,3542,Climb,7980,5880
77100,73380,20,23,0,5405,Climb,7980,5880
77160,73440,20,24,0,9584,Caution,8040,5880
77220,73500,20,25,0,6473,Cruise,8040,5880
77280,73560,20,26,0,8837,Cruise,8040,5880
77340,73620,20,27,0,3664,Climb,8040,5880
77400,73680,20,28,0,3084,Idle,8040,5880
77460,73740,20,29,0,3764,Climb,8040,5880
77520,73800,20,30,0,7041,Cruise,8040,5880
77580,73860,20,31,0,4816,Climb,8040,5880
77640,73860,20,31,0,712,PowerOff,8040,5880
77700,73920,20,32,0,8653,Cruise,8040,5880
77760,73980,20,33,0,6571,Cruise,8040,5880
77820,74040,20,34,0,6469,Cruise,8040,5880
77880,74100,20,35,0,6306,Cruise,8040,5880
77940,74160,20,36,0,9711,Caution,8100,5880
78000,74220,20,37,0,9411,Caution,8160,5880
78060,74280,20,38,0,9950,RedLine,8160,5940
78120,74340,20,39,0,7603,Cruise,8160,5940
78180,74400,20,40,0,3239,Idle,8160,5940
78240,74460,20,41,0,8922,Cruise,8160,5940
78300,74520,20,42,0,5792,Climb,8160,5940
78360,74580,20,43,0,7231,Cruise,8160,5940
78420,74580,20,43,0,732,PowerOff,8160,5940
78480,74640,20,44,0,8583,Cruise,8160,5940
78540,74700,20,45,0,4202,Climb,8160,5940
78600,74760,20,46,0,2378,Idle,8160,5940
78660,74820,20,47,0,3337,Idle,8160,5940
78720,74880,20,48,0,6471,Cruise,8160,5940
78780,74940,20,49,0,7305,Cruise,8160,5940
78840,75000,20,50,0,2568,Idle,8160,5940
78900,75060,20,51,0,8601,Cruise,8160,5940
78960,75120,20,52,0,7981,Cruise,8160,5940
79020,75180,20,53,0,3999,Climb,8160,5940
79080,75240,20,54,0,3617,Climb,8160,5940
79140,75300,20,55,0,7173,Cruise,8160,5940
79200,75360,20,56,0,7930,Cruise,8160,5940
79260,75420,20,57,0,4175,Climb,8160,5940
79320,75480,20,58,0,5614,Climb,8160,5940
79380,75540,20,59,0,5668,Climb,8160,5940
79440,75600,21,0,0,6220,Cruise,8160,5940
79500,75660,21,1,0,4753,Climb,8160,5940
79560,75720,21,2,0,8323,Cruise,8160,5940
79620,75780,21,3,0,7697,Cruise,8160,5940
79680,75840,21,4,0,8035,Cruise,8160,5940
79740,75900,21,5,0,7908,Cruise,8160,5940
79800,75960,21,6,0,8103,Cruise,8160,5940
79860,76020,21,7,0,8939,Cruise,8160,5940
79920,76080,21,8,0,7194,Cruise,8160,5940
79980,76140,21,9,0,7569,Cruise,8160,5940
80040,76200,21,10,0,2915,Idle,8160,5940
80100,76260,21,11,0,8210,Cruise,8160,5940
80160,76320,21,12,0,4714,Climb,8160,5940
80220,76380,21,13,0,10381,OverLimit,8160,6000
80280,76440,21,14,0,5917,Climb,8160,6000
80340,76500,21,15,0,5471,Climb,8160,6000
80400,76560,21,16,0,6499,Cruise,8160,6000
80460,76620,21,17,0,7943,Cruise,8160,6000
80520,76680,21,18,0,9189,Caution,8220,6000
80580,76740,21,19,0,1401,Idle,8220,6000
80640,76800,21,20,0,9344,Caution,8280,6000
80700,76860,21,21,0,4068,Climb,8280,6000
80760,76860,21,21,0,693,PowerOff,8280,6000
80820,76920,21,22,0,6866,Cruise,8280,6000
80880,76920,21,22,0,181,PowerOff,8280,6000
80940,76980,21,23,0,6392,Cruise,8280,6000
81000,77040,21,24,0,5456,Climb,8280,6000
81060,77100,21,25,0,2434,Idle,8280,6000
81120,77160,21,26,0,9118,Caution,8340,6000
81180,77220,21,27,0,9622,Caution,8400,6000
81240,77280,21,28,0,8867,Cruise,8400,6000
81300,77340,21,29,0,8427,Cruise,8400,6000
81360,77400,21,30,0,1262,Idle,8400,6000
81420,77460,21,31,0,6764,Cruise,8400,6000
81480,77520,21,32,0,9675,Caution,8460,6000
81540,77580,21,33,0,9865,RedLine,8460,6060
81600,77640,21,34,0,3629,Climb,8460,6060
81660,77700,21,35,0,9408,Caution,8520,6060
81720,77760,21,36,0,8436,Cruise,8520,6060
81780,77820,21,37,0,7210,Cruise,8520,6060
81840,77880,21,38,0,8244,Cruise,8520,6060
81900,77940,21,39,0,5492,Climb,8520,6060
81960,77940,21,39,0,741,PowerOff,8520,6060
82020,78000,21,40,0,2386,Idle,8520,6060
82080,78000,21,40,0,691,PowerOff,8520,6060
82140,78060,21,41,0,7913,Cruise,8520,6060
82200,78120,21,42,0,7016,Cruise,8520,6060
82260,78180,21,43,0,3240,Idle,8520,6060
82320,78240,21,44,0,6729,Cruise,8520,6060
82380,78300,21,45,0,7880,Cruise,8520,6060
82440,78360,21,46,0,6959,Cruise,8520,6060
82500,78420,21,47,0,9051,Caution,8580,6060
82560,78480,21,48,0,2334,Idle,8580,6060
82620,78540,21,49,0,6378,Cruise,8580,6060
82680,78600,21,50,0,3666,Climb,8580,6060
82740,78660,21,51,0,3029,Idle,8580,6060
82800,78720,21,52,0,9860,RedLine,8580,6120
82860,78780,21,53,0,3942,Climb,8580,6120
82920,78840,21,54,0,9126,Caution,8640,6120
82980,78900,21,55,0,7659,Cruise,8640,6120
83040,78960,21,56,0,8672,Cruise,8640,6120
83100,79020,21,57,0,3771,Climb,8640,6120
83160,79080,21,58,0,3574,Climb,8640,6120
83220,79140,21,59,0,5938,Climb,8640,6120
83280,79200,22,0,0,1918,Idle,8640,6120
83340,79260,22,1,0,8553,Cruise,8640,6120
83400,79320,22,2,0,1938,Idle,8640,6120
83460,79380,22,3,0,9502,Caution,8700,6120
83520,79440,22,4,0,1680,Idle,8700,6120
83580,79500,22,5,0,3318,Idle,8700,6120
83640,79560,22,6,0,7702,Cruise,8700,6120
83700,79620,22,7,0,8700,Cruise,8700,6120
83760,79680,22,8,0,2777,Idle,8700,6120
83820,79740,22,9,0,7713,Cruise,8700,6120
83880,79800,22,10,0,4253,Climb,8700,6120
83940,79860,22,11,0,1780,Idle,8700,6120
84000,79920,22,12,0,9268,Caution,8760,6120
84060,79920,22,12,0,170,PowerOff,8760,6120
84120,79920,22,12,0,472,PowerOff,8760,6120
84180,79980,22,13,0,6993,Cruise,8760,6120
84240,80040,22,14,0,10002,RedLine,8760,6180
84300,80100,22,15,0,6831,Cruise,8760,6180
84360,80160,22,16,0,8995,Cruise,8760,6180
84420,80220,22,17,0,8292,Cruise,8760,6180
84480,80280,22,18,0,4905,Climb,8760,6180
84540,80340,22,19,0,3671,Climb,8760,6180
84600,80400,22,20,0,9598,Caution,8820,6180
84660,80460,22,21,0,9978,RedLine,8820,6240
84720,80520,22,22,0,8065,Cruise,8820,6240
84780,80580,22,23,0,4961,Climb,8820,6240
84840,80640,22,24,0,3602,Climb,8820,6240
84900,80700,22,25,0,8634,Cruise,8820,6240
84960,80760,22,26,0,9444,Caution,8880,6240
85020,80820,22,27,0,7651,Cruise,8880,6240
85080,80820,22,27,0,518,PowerOff,8880,6240
85140,80880,22,28,0,10008,RedLine,8880,6300
85200,80940,22,29,0,4898,Climb,8880,6300
85260,81000,22,30,0,7457,Cruise,8880,6300
85320,81060,22,31,0,9660,Caution,8940,6300
85380,81120,22,32,0,6676,Cruise,8940,6300
85440,81180,22,33,0,4458,Climb,8940,6300
85500,81240,22,34,0,7858,Cruise,8940,6300
85560,81300,22,35,0,7641,Cruise,8940,6300
85620,81360,22,36,0,9630,Caution,9000,6300
85680,81420,22,37,0,4620,Climb,9000,6300
85740,81480,22,38,0,9798,Caution,9060,6300
85800,81480,22,38,0,244,PowerOff,9060,6300
85860,81540,22,39,0,6654,Cruise,9060,6300
85920,81600,22,40,0,10111,RedLine,9060,6360
85980,81660,22,41,0,6226,Cruise,9060,6360
86040,81720,22,42,0,2964,Idle,9060,6360
86100,81780,22,43,0,5654,Climb,9060,6360
86160,81840,22,44,0,5914,Climb,9060,6360
86220,81900,22,45,0,6039,Cruise,9060,6360
86280,81960,22,46,0,7932,Cruise,9060,6360
86340,82020,22,47,0,8877,Cruise,9060,6360
86400,82080,22,48,0,6852,Cruise,9060,6360
86460,82140,22,49,0,7730,Cruise,9060,6360
86520,82200,22,50,0,6928,Cruise,9060,6360
86580,82260,22,51,0,9240,Caution,9120,6360
86640,82320,22,52,0,1296,Idle,9120,6360
86700,82380,22,53,0,4954,Climb,9120,6360
86760,82440,22,54,0,6382,Cruise,9120,6360
86820,82500,22,55,0,3264,Idle,9120,6360
86880,82560,22,56,0,7948,Cruise,9120,6360
86940,82620,22,57,0,1618,Idle,9120,6360
87000,82680,22,58,0,5478,Climb,9120,6360
87060,82740,22,59,0,3896,Climb,9120,6360
87120,82800,23,0,0,7150,Cruise,9120,6360
87180,82860,23,1,0,6726,Cruise,9120,6360
87240,82920,23,2,0,9466,Caution,9180,6360
87300,82980,23,3,0,5861,Climb,9180,6360
87360,83040,23,4,0,2628,Idle,9180,6360
87420,83100,23,5,0,9948,RedLine,9180,6420
87480,83160,23,6,0,9304,Caution,9240,6420
87540,83220,23,7,0,9321,Caution,9300,6420
87600,83280,23,8,0,6111,Cruise,9300,6420
87660,83340,23,9,0,4534,Climb,9300,6420
87720,83340,23,9,0,599,PowerOff,9300,6420
87780,83400,23,10,0,2184,Idle,9300,6420
87840,83460,23,11,0,9245,Caution,9360,6420
87900,83520,23,12,0,5603,Climb,9360,6420
87960,83580,23,13,0,5744,Climb,9360,6420
88020,83640,23,14,0,7590,Cruise,9360,6420
88080,83700,23,15,0,3852,Climb,9360,6420
88140,83760,23,16,0,5768,Climb,9360,6420
88200,83820,23,17,0,9235,Caution,9420,6420
88260,83880,23,18,0,5696,Climb,9420,6420
88320,83940,23,19,0,2936,Idle,9420,6420
88380,84000,23,20,0,9826,RedLine,9420,6480
88440,84060,23,21,0,4526,Climb,9420,6480
88500,84120,23,22,0,3805,Climb,9420,6480
88560,84180,23,23,0,7329,Cruise,9420,6480
88620,84240,23,24,0,10177,RedLine,9420,6540
88680,84300,23,25,0,1183,Idle,9420,6540
88740,84360,23,26,0,5349,Climb,9420,6540
88800,84420,23,27,0,8278,Cruise,9420,6540
88860,84480,23,28,0,4333,Climb,9420,6540
88920,84540,23,29,0,7028,Cruise,9420,6540
88980,84600,23,30,0,9291,Caution,9480,6540
89040,84660,23,31,0,4075,Climb,9480,6540
89100,84720,23,32,0,7789,Cruise,9480,6540
89160,84780,23,33,0,8678,Cruise,9480,6540
89220,84840,23,34,0,5473,Climb,9480,6540
89280,84900,23,35,0,1146,Idle,9480,6540
89340,84960,23,36,0,8984,Cruise,9480,6540
89400,85020,23,37,0,9892,RedLine,9480,6600
89460,85080,23,38,0,9286,Caution,9540,6600
89520,85140,23,39,0,3553,Climb,9540,6600
89580,85140,23,39,0,401,PowerOff,9540,6600
89640,85200,23,40,0,4212,Climb,9540,6600
89700,85260,23,41,0,10114,RedLine,9540,6660
89760,85320,23,42,0,1398,Idle,9540,6660
89820,85380,23,43,0,4489,Climb,9540,6660
89880,85440,23,44,0,2661,Idle,9540,6660
89940,85440,23,44,0,889,PowerOff,9540,6660
90000,85500,23,45,0,1003,Idle,9540,6660
90060,85560,23,46,0,8648,Cruise,9540,6660
90120,85620,23,47,0,7357,Cruise,9540,6660
90180,85680,23,48,0,3367,Idle,9540,6660
90240,85740,23,49,0,3420,Idle,9540,6660
90300,85800,23,50,0,8467,Cruise,9540,6660
90360,85860,23,51,0,9471,Caution,9600,6660
90420,85920,23,52,0,8452,Cruise,9600,6660
90480,85980,23,53,0,5488,Climb,9600,6660
90540,86040,23,54,0,8520,Cruise,9600,6660
90600,86100,23,55,0,9405,Caution,9660,6660
90660,86160,23,56,0,9678,Caution,9720,6660
90720,86160,23,56,0,180,PowerOff,9720,6660
90780,86220,23,57,0,4394,Climb,9720,6660
90840,86280,23,58,0,2806,Idle,9720,6660
90900,86340,23,59,0,6501,Cruise,9720,6660
90960,86400,24,0,0,8006,Cruise,9720,6660
91020,86460,24,1,0,3868,Climb,9720,6660
91080,86520,24,2,0,6652,Cruise,9720,6660
91140,86520,24,2,0,181,PowerOff,9720,6660
91200,86580,24,3,0,4124,Climb,9720,6660
91260,86640,24,4,0,5639,Climb,9720,6660
91320,86700,24,5,0,5255,Climb,9720,6660
91380,86760,24,6,0,4860,Climb,9720,6660
91440,86820,24,7,0,2816,Idle,9720,6660
91500,86880,24,8,0,5907,Climb,9720,6660
91560,86940,24,9,0,8562,Cruise,9720,6660
91620,86940,24,9,0,572,PowerOff,9720,6660
91680,87000,24,10,0,8317,Cruise,9720,6660
91740,87060,24,11,0,6975,Cruise,9720,6660
91800,87120,24,12,0,3885,Climb,9720,6660
91860,87180,24,13,0,3060,Idle,9720,6660
91920,87240,24,14,0,7291,Cruise,9720,6660
91980,87300,24,15,0,9384,Caution,9780,6660
92040,87360,24,16,0,4762,Climb,9780,6660
92100,87360,24,16,0,150,PowerOff,9780,6660
92160,87360,24,16,0,853,PowerOff,9780,6660
92220,87420,24,17,0,8618,Cruise,9780,6660
92280,87480,24,18,0,5089,Climb,9780,6660
92340,87540,24,19,0,2633,Idle,9780,6660
92400,87600,24,20,0,8614,Cruise,9780,6660
92460,87660,24,21,0,9223,Caution,9840,6660
92520,87720,24,22,0,2712,Idle,9840,6660
92580,87780,24,23,0,4902,Climb,9840,6660
92640,87840,24,24,0,7943,Cruise,9840,6660
92700,87900,24,25,0,7597,Cruise,9840,6660
92760,87960,24,26,0,7280,Cruise,9840,6660
92820,88020,24,27,0,2034,Idle,9840,6660
92880,88080,24,28,0,6857,Cruise,9840,6660
92940,88140,24,29,0,1675,Idle,9840,6660
93000,88200,24,30,0,6289,Cruise,9840,6660
93060,88260,24,31,0,4807,Climb,9840,6660
93120,88320,24,32,0,7295,Cruise,9840,6660
93180,88380,24,33,0,7864,Cruise,9840,6660
93240,88440,24,34,0,6596,Cruise,9840,6660
93300,88500,24,35,0,6800,Cruise,9840,6660
93360,88560,24,36,0,2949,Idle,9840,6660
93420,88620,24,37,0,9642,Caution,9900,6660
93480,88680,24,38,0,6342,Cruise,9900,6660
93540,88680,24,38,0,260,PowerOff,9900,6660
93600,88680,24,38,0,570,PowerOff,9900,6660
93660,88740,24,39,0,7040,Cruise,9900,6660
93720,88800,24,40,0,3228,Idle,9900,6660
93780,88860,24,41,0,6778,Cruise,9900,6660
93840,88920,24,42,0,4643,Climb,9900,6660
93900,88980,24,43,0,8763,Cruise,9900,6660
93960,89040,24,44,0,9887,RedLine,9900,6720
94020,89100,24,45,0,1773,Idle,9900,6720
94080,89160,24,46,0,7745,Cruise,9900,6720
94140,89220,24,47,0,5833,Climb,9900,6720
94200,89280,24,48,0,1658,Idle,9900,6720
94260,89340,24,49,0,4981,Climb,9900,6720
94320,89400,24,50,0,3759,Climb,9900,6720
94380,89460,24,51,0,5836,Climb,9900,6720
94440,89520,24,52,0,9870,RedLine,9900,6780
94500,89580,24,53,0,7080,Cruise,9900,6780
94560,89640,24,54,0,3707,Climb,9900,6780
94620,89700,24,55,0,8615,Cruise,9900,6780
94680,89760,24,56,0,3520,Climb,9900,6780
94740,89820,24,57,0,8359,Cruise,9900,6780
94800,89880,24,58,0,9508,Caution,9960,6780
94860,89940,24,59,0,5095,Climb,9960,6780
94920,90000,25,0,0,9946,RedLine,9960,6840
94980,90060,25,1,0,8849,Cruise,9960,6840
95040,90120,25,2,0,9442,Caution,10020,6840
95100,90120,25,2,0,570,PowerOff,10020,6840
95160,90180,25,3,0,9500,Caution,10080,6840
95220,90240,25,4,0,3574,Climb,10080,6840
95280,90300,25,5,0,7933,Cruise,10080,6840
95340,90360,25,6,0,1850,Idle,10080,6840
95400,90420,25,7,0,9967,RedLine,10080,6900
95460,90480,25,8,0,4608,Climb,10080,6900
95520,90540,25,9,0,8109,Cruise,10080,6900
95580,90600,25,10,0,8577,Cruise,10080,6900
95640,90660,25,11,0,10043,RedLine,10080,6960
95700,90720,25,12,0,9360,Caution,10140,6960
95760,90780,25,13,0,8809,Cruise,10140,6960
95820,90840,25,14,0,6093,Cruise,10140,6960
95880,90900,25,15,0,3601,Climb,10140,6960
95940,90960,25,16,0,1696,Idle,10140,6960
96000,91020,25,17,0,9243,Caution,10200,6960
96060,91080,25,18,0,9331,Caution,10260,6960
96120,91140,25,19,0,5405,Climb,10260,6960
96180,91200,25,20,0,1461,Idle,10260,6960
96240,91260,25,21,0,4064,Climb,10260,6960
96300,91320,25,22,0,9404,Caution,10320,6960
96360,91380,25,23,0,10321,OverLimit,10320,7020
96420,91440,25,24,0,9414,Caution,10380,7020
96480,91500,25,25,0,6362,Cruise,10380,7020
96540,91500,25,25,0,131,PowerOff,10380,7020
96600,91560,25,26,0,6276,Cruise,10380,7020
96660,91620,25,27,0,7324,Cruise,10380,7020
96720,91680,25,28,0,6802,Cruise,10380,7020
96780,91740,25,29,0,2116,Idle,10380,7020
96840,91800,25,30,0,10103,RedLine,10380,7080
96900,91860,25,31,0,8481,Cruise,10380,7080
96960,91920,25,32,0,3169,Idle,10380,7080
97020,91980,25,33,0,5345,Climb,10380,7080
97080,92040,25,34,0,2775,Idle,10380,7080
97140,92100,25,35,0,8837,Cruise,10380,7080
97200,92160,25,36,0,7501,Cruise,10380,7080
97260,92220,25,37,0,6870,Cruise,10380,7080
97320,92280,25,38,0,6846,Cruise,10380,7080
97380,92340,25,39,0,6215,Cruise,10380,7080
97440,92400,25,40,0,3749,Climb,10380,7080
97500,92460,25,41,0,7618,Cruise,10380,7080
97560,92520,25,42,0,7023,Cruise,10380,7080
97620,92580,25,43,0,6120,Cruise,10380,7080
97680,92640,25,44,0,7842,Cruise,10380,7080
97740,92700,25,45,0,6549,Cruise,10380,7080
97800,92760,25,46,0,3924,Climb,10380,7080
97860,92820,25,47,0,6196,Cruise,10380,7080
97920,92880,25,48,0,5498,Climb,10380,7080
97980,92940,25,49,0,7224,Cruise,10380,7080
98040,93000,25,50,0,6172,Cruise,10380,7080
98100,93060,25,51,0,1655,Idle,10380,7080
98160,93120,25,52,0,9955,RedLine,10380,7140
98220,93180,25,53,0,7477,Cruise,10380,7140
98280,93240,25,54,0,1999,Idle,10380,7140
98340,93300,25,55,0,2713,Idle,10380,7140
98400,93360,25,56,0,9069,Caution,10440,7140
98460,93420,25,57,0,9872,RedLine,10440,7200
98520,93480,25,58,0,7207,Cruise,10440,7200
98580,93540,25,59,0,6097,Cruise,10440,7200
98640,93600,26,0,0,3445,Idle,10440,7200
98700,93660,26,1,0,2470,Idle,10440,7200
98760,93720,26,2,0,7239,Cruise,10440,7200
98820,93780,26,3,0,5236,Climb,10440,7200
98880,93840,26,4,0,2442,Idle,10440,7200
98940,93900,26,5,0,1233,Idle,10440,7200
99000,93960,26,6,0,5285,Climb,10440,7200
99060,94020,26,7,0,9347,Caution,10500,7200
99120,94080,26,8,0,4658,Climb,10500,7200
99180,94140,26,9,0,8321,Cruise,10500,7200
